from,to,relation
chca,jesey,3
chca,anwa,3
chca,stwo,3
frci,chca,3
faco,chca,3
nigi,chca,3
elka,chca,3
dako,chca,3
rogr,chca,3
musa,chca,3
jesey,chca,3
anwa,chca,3
stwo,chca,3
frci,faco,3
frci,nigi,3
frci,elka,3
frci,dako,3
frci,rogr,3
frci,musa,3
frci,jesey,3
frci,anwa,3
frci,stwo,3
faco,frci,3
nigi,frci,3
elka,frci,3
dako,frci,3
rogr,frci,3
musa,frci,3
jesey,frci,3
anwa,frci,3
stwo,frci,3
faco,nigi,3
faco,elka,3
faco,dako,3
faco,rogr,3
faco,musa,3
faco,jesey,3
faco,anwa,3
faco,stwo,3
nigi,faco,3
elka,faco,3
dako,faco,3
rogr,faco,3
musa,faco,3
jesey,faco,3
anwa,faco,3
stwo,faco,3
nigi,elka,3
nigi,dako,3
nigi,rogr,3
nigi,musa,3
nigi,jesey,3
nigi,anwa,3
nigi,stwo,3
elka,nigi,3
dako,nigi,3
rogr,nigi,3
musa,nigi,3
jesey,nigi,3
anwa,nigi,3
stwo,nigi,3
elka,dako,3
elka,rogr,3
elka,musa,3
elka,jesey,3
elka,anwa,3
elka,stwo,3
dako,elka,3
rogr,elka,3
musa,elka,3
jesey,elka,3
anwa,elka,3
stwo,elka,3
dako,rogr,3
dako,musa,3
dako,jesey,3
dako,anwa,3
dako,stwo,3
rogr,dako,3
musa,dako,3
jesey,dako,3
anwa,dako,3
stwo,dako,3
rogr,musa,3
rogr,jesey,3
rogr,anwa,3
rogr,stwo,3
musa,rogr,3
jesey,rogr,3
anwa,rogr,3
stwo,rogr,3
musa,jesey,3
musa,anwa,3
musa,stwo,3
jesey,musa,3
anwa,musa,3
stwo,musa,3
jesey,anwa,3
jesey,stwo,3
anwa,jesey,3
stwo,jesey,3
anwa,stwo,3
stwo,anwa,3
Eu,InFi,2
Eu,CAg,2
Eu,MeFil,2
InFi,vias,3
InFi,chca,3
InFi,frci,3
InFi,faco,3
InFi,nigi,3
InFi,elka,3
InFi,dako,3
InFi,rogr,3
InFi,musa,3
InFi,jesey,3
InFi,anwa,3
InFi,stwo,3
vias,InFi,3
chca,InFi,3
frci,InFi,3
faco,InFi,3
nigi,InFi,3
elka,InFi,3
dako,InFi,3
rogr,InFi,3
musa,InFi,3
jesey,InFi,3
anwa,InFi,3
stwo,InFi,3
CAg,vias,3
CAg,chca,3
CAg,frci,3
CAg,faco,3
CAg,nigi,3
CAg,elka,3
CAg,dako,3
CAg,rogr,3
CAg,musa,3
CAg,jesey,3
CAg,anwa,3
CAg,stwo,3
vias,CAg,3
chca,CAg,3
frci,CAg,3
faco,CAg,3
nigi,CAg,3
elka,CAg,3
dako,CAg,3
rogr,CAg,3
musa,CAg,3
jesey,CAg,3
anwa,CAg,3
stwo,CAg,3
MeFil,vias,3
MeFil,chca,3
MeFil,frci,3
MeFil,faco,3
MeFil,nigi,3
MeFil,elka,3
MeFil,dako,3
MeFil,rogr,3
MeFil,musa,3
MeFil,jesey,3
MeFil,anwa,3
MeFil,stwo,3
vias,MeFil,3
chca,MeFil,3
frci,MeFil,3
faco,MeFil,3
nigi,MeFil,3
elka,MeFil,3
dako,MeFil,3
rogr,MeFil,3
musa,MeFil,3
jesey,MeFil,3
anwa,MeFil,3
stwo,MeFil,3
OpFil,Ida,1
PhFiIn,Ida,1
MeFiBa,Ida,2
DeDaFi,Ida,2
PoFi,Ida,2
Eu,Ida,2
pidz,Ida,1
chhu,Ida,1
erab,Ida,1
ewpu,Ida,1
pidz,chhu,3
pidz,erab,3
pidz,ewpu,3
chhu,pidz,3
erab,pidz,3
ewpu,pidz,3
chhu,erab,3
chhu,ewpu,3
erab,chhu,3
ewpu,chhu,3
erab,ewpu,3
ewpu,erab,3
MeFiBa,OpFil,2
MeFiBa,PhFiIn,2
DeDaFi,OpFil,2
DeDaFi,PhFiIn,2
PoFi,OpFil,2
PoFi,PhFiIn,2
Eu,OpFil,2
Eu,PhFiIn,2
OpFil,pidz,3
OpFil,chhu,3
OpFil,erab,3
OpFil,ewpu,3
pidz,OpFil,3
chhu,OpFil,3
erab,OpFil,3
ewpu,OpFil,3
PhFiIn,pidz,3
PhFiIn,chhu,3
PhFiIn,erab,3
PhFiIn,ewpu,3
pidz,PhFiIn,3
chhu,PhFiIn,3
erab,PhFiIn,3
ewpu,PhFiIn,3
InFi,LaGra,1
BaFi,LaGra,1
MeFil,LaGra,1
PaFil,LaGra,1
FrCi,LaGra,1
nigi,LaGra,1
frci,LaGra,1
jesey,LaGra,1
faco,LaGra,1
nigi,frci,3
nigi,jesey,3
nigi,faco,3
frci,jesey,3
frci,faco,3
jesey,faco,3
frci,nigi,3
jesey,nigi,3
faco,nigi,3
jesey,frci,3
faco,frci,3
faco,jesey,3
InFi,nigi,3
BaFi,nigi,3
MeFil,nigi,3
PaFil,nigi,3
FrCi,nigi,3
nigi,InFi,3
nigi,BaFi,3
nigi,MeFil,3
nigi,PaFil,3
nigi,FrCi,3
InFi,frci,3
BaFi,frci,3
MeFil,frci,3
PaFil,frci,3
FrCi,frci,3
frci,InFi,3
frci,BaFi,3
frci,MeFil,3
frci,PaFil,3
frci,FrCi,3
InFi,jesey,3
BaFi,jesey,3
MeFil,jesey,3
PaFil,jesey,3
FrCi,jesey,3
jesey,InFi,3
jesey,BaFi,3
jesey,MeFil,3
jesey,PaFil,3
jesey,FrCi,3
InFi,faco,3
BaFi,faco,3
MeFil,faco,3
PaFil,faco,3
FrCi,faco,3
faco,InFi,3
faco,BaFi,3
faco,MeFil,3
faco,PaFil,3
faco,FrCi,3
bioa,Tou,1
phav,Tou,1
adpi,Tou,1
bedr,Tou,1
rasi,Tou,1
alka,Tou,1
mabo,Tou,1
MaFil,Tou,1
RoPr,Tou,1
Pin,Tou,1
Ag,Tou,1
LeFiDeLe,Tou,1
4PrFi,Tou,1
MitMe,Tou,2
Eu,Tou,2
bioa,phav,3
bioa,adpi,3
bioa,bedr,3
bioa,rasi,3
bioa,alka,3
bioa,mabo,3
phav,bioa,3
adpi,bioa,3
bedr,bioa,3
rasi,bioa,3
alka,bioa,3
mabo,bioa,3
phav,adpi,3
phav,bedr,3
phav,rasi,3
phav,alka,3
phav,mabo,3
adpi,phav,3
bedr,phav,3
rasi,phav,3
alka,phav,3
mabo,phav,3
adpi,bedr,3
adpi,rasi,3
adpi,alka,3
adpi,mabo,3
bedr,adpi,3
rasi,adpi,3
alka,adpi,3
mabo,adpi,3
bedr,rasi,3
bedr,alka,3
bedr,mabo,3
rasi,bedr,3
alka,bedr,3
mabo,bedr,3
rasi,alka,3
rasi,mabo,3
alka,rasi,3
mabo,rasi,3
mabo,alka,3
alka,mabo,3
MitMe,MaFil,2
MitMe,RoPr,2
MitMe,Pin,2
MitMe,Ag,2
MitMe,LeFiDeLe,2
MitMe,4PrFi,2
Eu,MaFil,2
Eu,RoPr,2
Eu,Pin,2
Eu,Ag,2
Eu,LeFiDeLe,2
Eu,4PrFi,2
MaFil,bioa,3
MaFil,phav,3
MaFil,adpi,3
MaFil,bedr,3
MaFil,rasi,3
MaFil,alka,3
MaFil,mabo,3
bioa,MaFil,3
phav,MaFil,3
adpi,MaFil,3
bedr,MaFil,3
rasi,MaFil,3
alka,MaFil,3
mabo,MaFil,3
RoPr,bioa,3
RoPr,phav,3
RoPr,adpi,3
RoPr,bedr,3
RoPr,rasi,3
RoPr,alka,3
RoPr,mabo,3
bioa,RoPr,3
phav,RoPr,3
adpi,RoPr,3
bedr,RoPr,3
rasi,RoPr,3
alka,RoPr,3
mabo,RoPr,3
Pin,bioa,3
Pin,phav,3
Pin,adpi,3
Pin,bedr,3
Pin,rasi,3
Pin,alka,3
Pin,mabo,3
bioa,Pin,3
phav,Pin,3
adpi,Pin,3
bedr,Pin,3
rasi,Pin,3
alka,Pin,3
mabo,Pin,3
Ag,bioa,3
Ag,phav,3
Ag,adpi,3
Ag,bedr,3
Ag,rasi,3
Ag,alka,3
Ag,mabo,3
bioa,Ag,3
phav,Ag,3
adpi,Ag,3
bedr,Ag,3
rasi,Ag,3
alka,Ag,3
mabo,Ag,3
LeFiDeLe,bioa,3
LeFiDeLe,phav,3
LeFiDeLe,adpi,3
LeFiDeLe,bedr,3
LeFiDeLe,rasi,3
LeFiDeLe,alka,3
LeFiDeLe,mabo,3
bioa,LeFiDeLe,3
phav,LeFiDeLe,3
adpi,LeFiDeLe,3
bedr,LeFiDeLe,3
rasi,LeFiDeLe,3
alka,LeFiDeLe,3
mabo,LeFiDeLe,3
4PrFi,bioa,3
4PrFi,phav,3
4PrFi,adpi,3
4PrFi,bedr,3
4PrFi,rasi,3
4PrFi,alka,3
4PrFi,mabo,3
bioa,4PrFi,3
phav,4PrFi,3
adpi,4PrFi,3
bedr,4PrFi,3
rasi,4PrFi,3
alka,4PrFi,3
mabo,4PrFi,3
mome,Tes,1
anmu,Tes,1
erme,Tes,1
In,Tes,1
HuNaFiFo,Tes,2
mome,anmu,3
mome,erme,3
anmu,mome,3
erme,mome,3
anmu,erme,3
erme,anmu,3
HuNaFiFo,In,2
In,mome,3
In,anmu,3
In,erme,3
mome,In,3
anmu,In,3
erme,In,3
giro,Fuo,1
dopa,Fuo,1
21Un,Fuo,1
ArFrCi,Fuo,1
RaCi,Fuo,1
StEn,Fuo,1
InLuCi,Fuo,2
giro,dopa,3
dopa,giro,3
InLuCi,21Un,2
InLuCi,ArFrCi,2
InLuCi,RaCi,2
InLuCi,StEn,2
21Un,giro,3
ArFrCi,giro,3
RaCi,giro,3
StEn,giro,3
giro,21Un,3
giro,ArFrCi,3
giro,RaCi,3
giro,StEn,3
21Un,dopa,3
ArFrCi,dopa,3
RaCi,dopa,3
StEn,dopa,3
dopa,21Un,3
dopa,ArFrCi,3
dopa,RaCi,3
dopa,StEn,3
JaPaFiPr,Tax,1
viqu,Bai,1
yash,Bai,1
juwa,Bai,1
dazh,Bai,1
OmMe,Bai,1
BoEnCh,Bai,1
ChFiGrCo,Bai,1
viqu,yash,3
viqu,juwa,3
viqu,dazh,3
yash,viqu,3
juwa,viqu,3
dazh,viqu,3
yash,juwa,3
yash,dazh,3
juwa,yash,3
dazh,yash,3
juwa,dazh,3
dazh,juwa,3
OmMe,viqu,3
OmMe,yash,3
OmMe,juwa,3
OmMe,dazh,3
viqu,OmMe,3
yash,OmMe,3
juwa,OmMe,3
dazh,OmMe,3
BoEnCh,viqu,3
BoEnCh,yash,3
BoEnCh,juwa,3
BoEnCh,dazh,3
viqu,BoEnCh,3
yash,BoEnCh,3
juwa,BoEnCh,3
dazh,BoEnCh,3
ChFiGrCo,viqu,3
ChFiGrCo,yash,3
ChFiGrCo,juwa,3
ChFiGrCo,dazh,3
viqu,ChFiGrCo,3
yash,ChFiGrCo,3
juwa,ChFiGrCo,3
dazh,ChFiGrCo,3
